.	_	.

Zaragoza	PROPNDEFSGABS	Zaragoza
puntu	N	puntu
behar	N	behar
handiarekin	ADJCOMDEFSG	handi
etorri	VPFVV.PTCP	etorri
zen	ARGAB3SVIND	izan
Katedralera	SGDEFINANNAT+ALL	katedral
eta	CONJ	eta
partidu	N	partidu
hasieratik	SGAT+ABLDEFINANN	hasiera
garbi	ADV	garbi
erakutsi	VPFVV.PTCP	erakutsi
zuen	ARGER3SARGAB3SVIND	*edun
garaipena	DEFSGABSINANN	garaipen
eskuratzea	VABS	eskuratu
zuela	ARGER3SARGAB3SPROGINDV	ukan
helburu	INDFABSINANN	helburu
.	_	.

Europako	ESSPROPNSGDEF	Europa
Kopak	NABSPLDEF	kopa
lehenik	ADV	lehenik
eta	CONJ	eta
Frantziako	ESSPROPNSGDEF	Frantzia
Kopak	NABSPLDEF	kopa
gero	ADV	gero
,	_	,
etenaldi	N	etenaldi
luzea	SGABSADJDEF	luze
eragin	VV.PTCPPFV	eragin
diote	ARGAB3SARGER3PARGDA3SVIND	*edun
ligari	INANSGDATNDEF	liga
.	_	.

Rifondazione	N	rifondazione
Comunista	N	Comunista
taldeak	SGDEFERGINANN	talde
amnistia	N	amnistia
legea	DEFABSSGN	lege
egiteko	VESS	egin
proposamena	DEFSGABSINANN	proposamen
egin	VPFVV.PTCP	egin
du	ARGER3SARGAB3SVIND	*edun
,	_	,
baina	CONJ	baina
aukera	N	aukera
hori	DETDEFSGABS	hori
baztertu	VV.PTCP	baztertu
egin	VPFVV.PTCP	egin
dute	ARGER3PARGAB3SVIND	*edun
bai	POSPART	bai
Gobernuak	ERGSGDEFN	gobernu
bai	POSPART	bai
oposizioak	SGDEFERGINANN	oposizio
.	_	.

Oriolek	PROPNSGDEFERG	Oriol
espero	NINDFABS	espero
du	ARGAB3SARGER3SVPROGIND	ukan
Espainiako	ESSPROPNSGDEF	Espainia
azken	NUM	azken
hauteskundeetatik	NAT+ABLPLDEF	hauteskunde
ateratako	ESSVV.PTCP	atera
Gobernuak	NSGDEFERG	gobernu
gasaren	INANSGNGENDEF	gasa
liberalizazioari	NSGDATDEF	liberalizazio
helduko	VV.PTCPPROSP	heldu
diola	ARGAB3SARGER3SARGDA3SVIND	*edun
,	_	,
energiaren	INANSGNGENDEF	energia
alorreko	ESSINANSGNDEF	alor
konpainia	N	konpainia
guztien	GENDET	guzti
arteko	ADPPLESSDEF	arte
lehiaren	INANSGNGENDEF	lehia
berdintasuna	INANSGABSNDEF	berdintasun
bermatu	VV.PTCP	bermatu
ahal	NINDFABS	ahal
izateko	INDFVABS	izan
.	_	.

VLADIMIR	PROPN	Vladimir
PUTIN	PROPN	Putin
Errusiako	ESSPROPNSGDEF	Errusia
lehendakariak	NSGDEFERG	lehendakari
Indiara	PROPNSGAT+ALLDEF	India
egiten	IN+ESSV	egin
ari	V	ari
den	V	izan
bisita	NSGABSDEF	bisita
dela	ARGAB3SVPROGIND	izan
eta	CONJ	eta
,	_	,
mila	NUM	mila
milioi	N	milioi
dolarretik	NAT+ABL	dolar
gorako	ADPSGESSDEF	gora
kontratua	INANSGABSNDEF	kontratu
sinatuko	VV.PTCPPROSP	sinatu
dute	ARGAB3SARGER3PVIND	*edun
Indiak	PROPNSGDEFERG	India
eta	CONJ	eta
Errusiak	PROPNSGDEFERG	Errusia
defentsa	N	defentsa
arloan	INANSGIN+ESSNDEF	arlo
.	_	.

Hanka	N	hanka
hutsik	ADV	hutsik
nenbilen	ARGAB1SVPROGIND	ibili
eta	CONJ	eta
,	_	,
haien	GENDET	haiek
artean	ADPIN+ESSPLDEF	arte
istilu	N	istilu
handiegia	SGABSABDEFADJ	handi
zuten	ARGAB3SARGER3PVPROGIND	ukan
ni	PRO	ni
entzuteko	INDFVABS	entzun
.	_	.

"	_	"
Salbatuko	VV.PTCPPROSP	salbatu
diren	ARGAB3PVIND	izan
ustea	INANSGABSNDEF	uste
dute	ARGAB3SARGER3PVPROGIND	ukan
han	ADV	han
,	_	,
oraindik	ADV	oraindik
konfiantza	INANSGABSNDEF	konfiantza
dute	ARGAB3SARGER3PVPROGIND	ukan
eta	CONJ	eta
guztia	DEFSGABSDET	guzti
ematera	VAT+ALL	eman
etorriko	VV.PTCPPROSP	etorri
dira	ARGAB3PVIND	izan
"	_	"
,	_	,
zioen	ARGAB3SARGER3SVPROGIND	esan
Rosadok	PROPNSGDEFERG	Rosado
.	_	.

ONCE	PROPN	ONCE
DEUTSCHE	PROPNSGABSDEF	Deutsche
BANK	PROPN	Bank
taldeko	ESSINANSGNDEF	talde
Santos	PROPN	Santos
Gonzalez	PROPN	Gonzalez
espainiarra	SGABSANIMNDEF	espainiar
da	ARGAB3SVPROGIND	izan
Gaztela-Leongo	ESSPROPNSGDEF	Gaztela-Leon
itzuliko	ESSNSGDEF	itzuli
lehenengo	NUM	lehenengo
liderra	NSGABSDEF	lider
,	_	,
Valladoliden	PROPNSGIN+ESSDEF	Valladolid
hasi	VV.PTCP	hasi
eta	CONJ	eta
amaitu	VV.PTCPPFV	amaitu
zen	ARGAB3SVIND	izan
17	NUM	17
kilometroko	ESSINANSGNDEF	kilometro
erlojupekoa	INANSGABSNDEF	erlojupe
irabazi	VV.PTCP	irabazi
ondoren	ADV	ondoren
.	_	.

Lindsay	PROPN	Lindsay
Davenportek	PROPNSGDEFERG	Davenport
(	_	(
2	NUM	2
)	_	)
galdu	VV.PTCP	galdu
egin	VV.PTCPPFV	egin
baitzuen	ARGAB3SARGER3SVIND	*edun
Dominique	PROPN	Dominique
van	PROPN	Van
Roosten	PROPNGEN	Roost
aurka	ADPSGABSDEF	aurka
(	_	(
6-7	NUM	6-7
,	_	,
6-4	NUM	6-4
eta	CONJ	eta
6-3	NUM	6-3
)	_	)
.	_	.

Pasaitarraren	NSGGENDEF	pasaitar
iritziz	INANNINDFINS	iritzi
finaleko	ESSNSGDEF	final
erritmoa	INANSGABSNDEF	erritmo
altuegia	SGABSABDEFADJ	altu
izan	VV.PTCPPFV	izan
zen	ARGAB3SVIND	izan
:	_	:

Foxek	PROPNSGDEFERG	Fox
adierazi	CAUSV	adierazi
duenez	ARGAB3SARGER3SVIND	*edun
,	_	,
bere	SGGENDET	bera
Gobernuak	NSGDEFERG	gobernu
gobernatzeko	ESSV	gobernatu
era	INANSGABSNDEF	era
asmatu	VV.PTCP	asmatu
beharko	V	behar_izan
du	ARGAB3SARGER3SVPROGIND	ukan
berriro	ADV	berriro
.	_	.

Herenegun	ADV	herenegun
egin	VPFVV.PTCP	egin
zioten	ARGDA3SARGER3PARGAB3SVIND	*edun
ebakuntza	DEFSGABSINANN	ebakuntza
.	_	.

Horien	DEFGENPLDET	horiek
lana	INANSGABSNDEF	lan
erabakigarria	SGABSADJDEF	erabakigarri
izango	VV.PTCPPROSP	izan
da	ARGAB3SVIND	izan
,	_	,
etxeko	ESSINANSGNDEF	etxe
taldeari	INANSGDATNDEF	talde
gogor	ADV	gogor
defenditzen	IN+ESSV	defenditu
utziz	INSV.PTCPINDFV	utzi
gero	ADV	gero
Portlandek	PROPNSGDEFERG	Portland
ez	NEGPART	ez
duelako	ARGAB3SARGER3SVPROGIND	ukan
irabazteko	ESSV	irabazi
aukera	N	aukera
handirik	PRTINDFADJ	handi
izango	VV.PTCPPROSP	izan
.	_	.

Ez	NEGPART	ez
ditut	ARGAB3PARGER1SVIND	*edun
nahastekatzen	NFINVIPFV	nahastekatu
Batua	SGABSADJDEF	batu
eta	CONJ	eta
zuberera	NSGABSDEF	zuberera
.	_	.

ELAk	DEFSGERGPROPNINAN	ELA
euskal	N	euskal
subiranotasunaren	GENN	subiranotasun
aldeko	ESSDEFSGADP	aldeko
bideari	DATSGDEFINANN	bide
eutsi	VPFVV.PTCP	eutsi
dio	ARGDA3SARGER3SARGAB3SVIND	*edun
,	_	,
eta	CONJ	eta
bide	N	bide
horren	DETDEFSGGEN	hori
"	_	"
zutabe	N	zutabe
sendoenetako	RLPLDEFESSADJ	sendo
bat	NUM	bat
"	_	"
LABekin	COMPROPN	LAB
batera	AT+ALLSGDEFADP	bat
eratutako	VV.PTCPESS	eratu
gehiengo	N	gehiengo
sindikala	ADJSGDEFABS	sindikal
dela	ARGAB3SPROGVIND	izan
berretsi	VPFVV.PTCP	berretsi
du	ARGER3SARGAB3SVIND	*edun
.	_	.

Gure	PRO	gu
bikiek	NDEFPLERG	biki
apartamendu	N	apartamentu
txikian	IN+ESSSGADJDEF	txiki
bizi	N	bizi
behar	NINDFABS	behar
zuten	ARGAB3SARGER3PVPROGIND	ukan
,	_	,
etxeen	INANNGENPLDEF	etxe
prezioak	INANABSNPLDEF	prezio
uxatzearren	V	uxatu
.	_	.

Slobodan	PROPN	Slobodan
Milosevic	PROPN	Milosevic
Jugoslaviako	PROPNDEFSGESS	Jugoslavia
lehendakariaren	SGDEFGENN	lehendakari
aurkako	INANN	aurka
protestaldiak	DEFABSPLN	protestaldi
egin	VPFVV.PTCP	egin
ziren	ARGAB3PVIND	izan
Jugoslaviako	PROPNDEFSGESS	Jugoslavia
hiri	N	hiri
ugaritan	IN+ESSDETINDF	ugari
.	_	.

Hire	PRO	hi
senarrarekin	DEFANIMNCOMSG	senar
erran	PFVVV.PTCP	erran
dun	ARGAB3SINFMFEMVIND	*edun
.	_	.

-	_	-
"	_	"
Bai	PARTPOS	bai
"	_	"
,	_	,
erantzun	VV.PTCPPFV	erantzun
diote	ARGAB3SARGER3PARGDA3SVIND	*edun
.	_	.

"	_	"
Egun	N	egun
gogor	ADJ	gogor
samarra	ADVSGABSDEF	samar
izan	VV.PTCPPFV	izan
zen	ARGAB3SVIND	izan
,	_	,
goiz-goizetik	INANSGAT+ABLNDEF	goiz-goiz
:	_	:

Badirudi	ARGAB3SARGER3SPOSVPROGIND	iruditu
,	_	,
beraz	CONJ	beraz
,	_	,
Gramatika	N	gramatika
Unibertsalaren	SGGENADJDEF	unibertsal
hatsarre-multzoko	ESSINANSGNDEF	hatsarre+-+multzo
ezaugarriak	INANABSNPLDEF	ezaugarri
gramatika	N	gramatika
zehatzera	AT+ALLSGADJDEF	zehatz
moldatzean	IN+ESSV	moldatu
haurrek	NDEFPLERG	haur
duda-mudako	INANN	duda+-+muda
edo	CONJ	edo
saio-aldi	N	saio+-+aldi
bat	NUM	bat
izan	NFINV	izan
dezaketela	ARGAB3SARGER3PPOTV	*ezan
,	_	,
edo	CONJ	edo
nahiago	NINDFCMPRABS	nahi
bada	V	izan
,	_	,
ezaugarri	N	ezaugarri
zehatzaren	SGGENADJDEF	zehatz
aukeretako	ESSINANNPLDEF	aukera
baten	NUM	bat
bermaketa	INANSGABSNDEF	bermatu
egiteko	ESSV	egin
aldi	N	aldi
bat	NUM	bat
behar	NINDFABS	behar
dutela	V	ukan
.	_	.

Gainera	CONJ	gainera
,	_	,
egin	PFVVV.PTCP	egin
dugun	ARGAB3SARGER1PINDV	*edun
denbora	DEFINANNABSSG	denbora
nahiko	ADV	nahiko
ona	ADJSGDEFABS	on
izan	VPFVV.PTCP	izan
da	ARGAB3SINDV	izan
.	_	.

Azkenik	ADV	azkenik
,	_	,
zigortu	VV.PTCP	zigortu
nahi	N	nahi
izan	VV.PTCPPFV	izan
da	ARGAB3SVIND	izan
ere	CONJ	ere
,	_	,
1994.	NUM	1994+garren4
urtean	INANSGIN+ESSNDEF	urte
Bundestageko	ESSPROPNSGDEF	Bundestag
CDU	PROPN	CDU
parlamentario	N	parlamentario
taldeko	ESSINANSGNDEF	talde
burua	NSGABSDEF	buru
zen	ARGAB3SVPROGIND	izan
Wolfang	PROPN	Wolfgang
Schaeublek	PROPNSGDEFERG	Schaeuble
,	_	,
Schreiberen	PROPNGEN	Schreiber
eskutik	ADPAT+ABLSGDEF	_
beti	ADV	beti
ere	CONJ	ere
,	_	,
100.000	NUM	100.000
markoko	INANN	marko
dirutza	N	dirutza
bat	NUM	bat
jaso	VV.PTCP	jaso
izana	SGABSVV.PTCPDEF	izan
.	_	.

Horiek	ERGDEFPLDET	horiek
egin	VV.PTCPPFV	egin
dituzte	ARGAB3PARGER3PVIND	*edun
frogak	INANABSNPLDEF	froga
.	_	.

Bigarren	NUM	bigarren
finalerdia	DEFSGABSINANN	finalerdi
abuztuaren	SGDEFGENN	abuztu
6an	NUM	6
izango	VPROSPV.PTCP	izan
da	ARGAB3SVIND	izan
,	_	,
eta	CONJ	eta
aurrez	ADV	aurrez
aurre	INDFABSINANN	aurre
egongo	VPROSPV.PTCP	egon
dira	ARGAB3PVIND	izan
Titin	PROPN	Titin
III.a	NUM	III+garren4
eta	CONJ	eta
Elkoro	PROPNDEFSGABS	Elkoro
,	_	,
eta	CONJ	eta
Tirapu	PROPN	Tirapu
eta	CONJ	eta
Errasti	PROPNDEFSGABS	Errasti
.	_	.

Udara-amaieran	IN+ESSSGDEFINANN	udara+-+amaiera
beste	DET	beste
kanta	N	kanta
bat	NUM	bat
sortu	VPFVV.PTCP	sortu
genuen	ARGAB3SARGER1PVIND	*edun
.	_	.

Titinen	PROPNSGGENDEF	Titin
doinuan	INANSGIN+ESSNDEF	doinu
dantzan	INANSGIN+ESSNDEF	dantza
Elkororekin	PROPNSGCOMDEF	Elkoro
,	_	,
Donostia	PROPN	Donostia
Hiria	INANSGABSNDEF	hiri
Torneoko	ESSNSGDEF	torneo
finala	NSGABSDEF	final
irabazi	VV.PTCPPFV	irabazi
du	ARGAB3SARGER3SVIND	*edun
(	_	(
16-22	NUM	16-22
)	_	)
.	_	.

Kantuetako	ESSINANNPLDEF	kantu
batean	NUM	bat
Maiderrek	PROPNSGDEFERG	Maider
maitasunezko	ESSNINDF	maitasun
bere	SGGENDET	bera
amets	N	amets
bat	NUM	bat
kontatzen	NFINVIPFV	kontatu
du	ARGAB3SARGER3SVIND	*edun
;	_	;
beste	DET	beste
batean	NUM	bat
,	_	,
berriz	CONJ	berriz
,	_	,
pertsona	N	pertsona
bat	NUM	bat
jadanik	ADV	jadanik
hamaika	NUM	hamaika
urtez	INANNINDFINS	urte
berarengandik	AT+ABLDET	bera
urruti	ADPSGDEF	urruti
bizi	INDFABSADJ	bizi
delako	V	izan
pena	INANSGABSNDEF	pena
azaltzen	NFINVIPFV	azaldu
.	_	.

Atentaturik	AT+ABLN	atentatu
gabeko	ESSINDFADP	gabe
urte	N	urte
eta	CONJ	eta
erdian	IN+ESSSGDEFINANN	erdi
abertzaleen	GENN	abertzale
artean	IN+ESSDEFPLADP	arte
eginikoak	ERGDEFSGVV.PTCP	egin
Madrili	PROPNDEFDATSG	Madril
beldurra	DEFSGABSINANN	beldur
ematen	VNFINIPFV	eman
diola	ARGDA3SARGER3SARGAB3SVIND	*edun
uste	INDFABSN	uste
du	ARGER3SARGAB3SPROGINDV	ukan
Egibarrek	ERGPROPNDEFSG	Egibar
.	_	.

Sakez	NINDFINS	sake
bost	NUM	bost
tanto	NINDFABS	tanto
lortu	VV.PTCPPFV	lortu
zituen	ARGAB3PARGER3SVIND	*edun
,	_	,
eta	CONJ	eta
erregular	INDFABSADJ	erregular
aritu	VV.PTCPPFV	aritu
zen	ARGAB3SVIND	izan
oso	ADV	oso
partidu	N	partidu
guztian	IN+ESSSGDEFDET	guzti
.	_	.

Mallorcari	PROPNDEFDATSG	Mallorca
dagokionez	ARGDA3SARGAB3SPROGINDV	egon
,	_	,
Aragonesen	PROPNDEFSGGEN	Aragones
gizonek	PLDEFERGANIMN	gizon
puntu	N	puntu
bakarra	ADJSGDEFABS	bakar
erdietsi	VPFVV.PTCP	erdietsi
dute	ARGER3PARGAB3SVIND	*edun
lehenengo	NUM	lehenengo
hiru	NUM	hiru
jardunaldietan	PLIN+ESSDEFINANN	jardunaldi
.	_	.

Gaur	ADV	gaur
lasterketa	N	lasterketa
polita	ADJSGDEFABS	polit
eta	CONJ	eta
ikusgarria	ADJSGDEFABS	ikusgarri
gerta	VNFIN	gertatu
daiteke	ARGAB3SVPOT	*edin
.	_	.

Inork	PROINDFERG	inor
ez	NEGPART	ez
du	ARGAB3SARGER3SVIND	*edun
datu	N	datu
bat	NUM	bat
bera	DEFSGABSDET	bera
eman	VV.PTCPPFV	eman
horrelako	ADJ	horrelako
neurri	N	neurri
bat	NUM	bat
justifikatzeko	INDFVABS	justifikatu
.	_	.

Israelgo	ESSPROPNSGDEF	Israel
bederatzi	NUM	bederatzi
herritar	N	herritar
zibil	ADJ	zibil
arabiar	INDFABSADJ	arabiar
hil	VV.PTCPPFV	hil
dituzte	ARGAB3PARGER3PVIND	*edun
Poliziak	NSGDEFERG	polizia
eta	CONJ	eta
Armadak	INANSGNDEFERG	armada
.	_	.

"	_	"
Presoen	NGENPLDEF	preso
eskubideen	INANNGENPLDEF	eskubide
urraketa	NSGABSDEF	urraketa
salatzen	IN+ESSV	salatu
jarraituko	VV.PTCPPROSP	jarraitu
dugu	ARGAB3SARGER1PVIND	*edun
,	_	,
eta	CONJ	eta
kartzelan	INANSGIN+ESSNDEF	kartzela
dauden	ARGAB3PVPROGIND	egon
gizon-emakumeen	NGEN	gizon-emakume
aurkako	ESSANIMPLDEFADP	aurkako
indarkeria	N	indarkeria
mota	N	mota
horri	DEFSGDATDET	hori
gure	PRO	gu
ustez	INANNINDFINS	uste
babesa	INANSGABSNDEF	babes
ematen	NFINVIPFV	eman
diotenak	ARGAB3SARGER3PARGDA3SABSPLDEFVIND	*edun
seinalatuko	VV.PTCPPROSP	seinalatu
ditugu	ARGAB3PARGER1PVIND	*edun
"	_	"
.	_	.

FORU	N	foru
ERKIDEGOKO	ESSDEFSGN	erkidego
PARLAMENTUAK	SGDEFERGINANN	parlamentu
"	_	"
terrorismoaren	SGDEFGENN	terrorismo
biktimei	PLDATDEFINANN	biktima
"	_	"
Nafarroako	PROPNDEFSGESS	Nafarroa
domina	DEFSGABSINANN	domina
ematea	VABS	eman
salatu	VPFVV.PTCP	salatu
dute	ARGER3PARGAB3SVIND	*edun
Euskal	PROPN	Euskal
Herriko	ESSDEFSGN	herri
gatazkaren	SGDEFGENINANN	gatazka
ondorioz	INDFINSINANN	ondorio
bortizkeria	DEFSGABSINANN	bortizkeria
jasan	VPFVV.PTCP	jasan
duten	ARGER3PARGAB3SVIND	*edun
hainbatek	ERGDETINDF	hainbat
eta	CONJ	eta
haren	DETDEFSGGEN	hura
ondorioz	INDFINSINANN	ondorio
hilda	VV.PTCP	hil
daudenen	ARGAB3PPROGGENVPLDEFIND	egon
senideek	ERGDEFPLN	senide
.	_	.

Gizarte	N	gizarte
Segurantzaren	NGENSGDEF	segurantza
kuotetan	DEFINANPLIN+ESSN	kuota
%85eko	NUM	%85
bonifikazioak	NPLDEFABS	bonifikazio
ezartzen	NFINIPFVV	ezarri
dira	ARGAB3PINDV	izan
arrastreko	NESSSGDEF	arrastre
flotarentzat	DEFINANBENNSG	flota
eta	CONJ	eta
%67koak	NPLDEFABS	%67
baxurakoarentzat	NBENSGDEF	baxura
.	_	.

Ullrich	PROPNSGABSDEF	Ullrich
bederatzigarren	NUM	bederatzigarren
izan	VV.PTCPPFV	izan
zen	ARGAB3SVIND	izan
.	_	.

Eusko	N	eusko
Jaurlaritzak	NINDFERG	jaurlaritza
5.170	NUM	5.170
milioi	N	milioi
pezetako	INANN	pezeta
laguntzak	INANABSNPLDEF	laguntza
onartu	VV.PTCPPFV	onartu
ditu	ARGAB3PARGER3SVIND	*edun
ITPrentzat	PROPNBENSGDEF	ITP
.	_	.

Hau	DEFSGABSDET	hau
guztia	DEFSGABSDET	guzti
kondatzen	NFINVIPFV	kontatu
zion	ARGAB3SARGER3SARGDA3SVIND	*edun
bitartean	INANSGIN+ESSNDEF	bitarte
,	_	,
hiri	NDAT	hiri
barnera	ADPINANAT+ALL	_
sartu	VV.PTCPPFV	sartu
ziren	ARGAB3PVIND	izan
.	_	.

Gainera	CONJ	gainera
,	_	,
erregai	N	erregai
hori	DEFSGABSDET	hori
argindarra	INANSGABSNDEF	argindar
ekoizteko	ESSV	ekoitzi
lehengai	N	lehengai
nagusia	SGABSADJDEF	nagusi
bilakatzen	IN+ESSV	bilakatu
ari	V	ari
dela	V	izan
gogoratu	VV.PTCPPFV	gogoratu
du	ARGAB3SARGER3SVIND	*edun
Oriolek	PROPNSGDEFERG	Oriol
.	_	.

Eztandak	NERGSGDEF	eztanda
bete-betean	ADV	bete-betean
harrapatu	PFVVV.PTCP	harrapatu
zituen	ARGAB3PARGER3SINDV	*edun
eta	CONJ	eta
txiki-txiki	ADJINDFABS	txiki-txiki
eginda	VV.PTCP	egin
geratu	VPFVV.PTCP	geratu
ziren	ARGAB3PINDV	izan
berauen	GENDETPL	berauek
gorputzak	DEFINANPLNABS	gorputz
.	_	.

Lehen	ADV	lehen
aipatu	VV.PTCPPFV	aipatu
den	ARGAB3SVIND	izan
1991ko	NUM	1991
apirilaren	INANSGNGENDEF	apiril
9ko	NUM	9
ez-legezko	ADJ	ez-legezko
Proposamenean	INANSGIN+ESSNDEF	proposamen
jasotako	ESSVV.PTCP	jaso
adierazpenen	INANNGENPLDEF	adierazpen
ondorioa	INANSGABSNDEF	ondorio
da	ARGAB3SVPROGIND	izan
neurri	N	neurri
hori	DEFSGABSDET	hori
;	_	;
izan	V.PTCPINDFVABS	izan
ere	CONJ	ere
,	_	,
proposamen	N	proposamen
horretan	IN+ESSSGDEFDET	hori
honela	ADV	honela
esaten	NFINVIPFV	esan
zen	ARGAB3SVIND	izan
:	_	:

AZKEN	NUM	azken
jardunaldietako	PLDEFESSINANN	jardunaldi
gol	INDFABSN	gol
eta	CONJ	eta
garaipen	N	garaipen
lehorteari	DATSGDEFINANN	lehorte
amaiera	DEFSGABSINANN	amaiera
ematea	VABS	eman
du	ARGER3SARGAB3SPROGVIND	ukan
helburu	INDFABSINANN	helburu
gaur	ADV	gaur
Athleticek	ERGPROPNDEFSG	Athletic
,	_	,
Zaragozaren	PROPNGEN	Zaragoza
aurkako	ESSDEFSGADP	aurkako
partiduan	IN+ESSSGDEFINANN	partidu
.	_	.

"	_	"
Gure	PRO	gu
zuzendaritza	N	zuzendaritza
taldeak	INANSGNDEFERG	talde
konfiantza	N	konfiantza
osoa	SGABSADJDEF	oso
du	ARGAB3SARGER3SVPROGIND	ukan
Perurenarengan	PROPNSGIN+ESSDEF	Perurena
,	_	,
eta	CONJ	eta
oso	ADV	oso
pozik	ADV	pozik
gaude	ARGAB1PVPROGIND	egon
haren	DEFSGGENDET	hura
lanarekin	INANSGNCOMDEF	lan
"	_	"
.	_	.

Tevsadze	PROPNSGDEFABS	Tevsadze
armamentu	N	armamentu
eta	CONJ	eta
ekipamendu	N	ekipamendu
militarreko	SGADJESSDEF	militar
lantegi	N	lantegi
bateko	NUM	bat
burua	NSGDEFABS	buru
zen	ARGAB3SPROGINDV	izan
.	_	.

"	_	"
Brive	PROPNSGABSDEF	Brive
ohituta	VV.PTCP	ohitu
dago	ARGAB3SVPROGIND	egon
"	_	"
.	_	.

Gertaera	N	gertaera
honegatik	DEFSGDET	hau
fiskaltzak	NSGDEFERG	fiskaltza
salaketa	NSGABSDEF	salaketa
jarri	VV.PTCPPFV	jarri
zuen	ARGAB3SARGER3SVIND	*edun
eta	CONJ	eta
atzo	ADV	atzo
epaitu	VV.PTCPPFV	epaitu
zen	ARGAB3SVIND	izan
.	_	.

1989ko	NUM	1989
uda	N	uda
arte	ADPABS	arte
AED	PROPNSGABSDEF	AED
zen	ARGAB3SVPROGIND	izan
Varsoviako	ESSPROPNSGDEF	Varsovia
Ituneko	ESSNSGDEF	itun
zirkuluko	ESSINANSGNDEF	zirkulu
gotorleku	N	gotorleku
egonkorrenetako	ESSRLPLDEFADJ	egonkor
bat	NUM	bat
.	_	.

Horretarako	INDFABSDET	hori
,	_	,
ia	ADV	ia
herri	N	herri
guztietan	IN+ESSDEFPLDET	guzti
teknika	N	teknika
bera	DEFSGABSDET	bera
erabiltzen	NFINVIPFV	erabili
zen	ARGAB3SVIND	izan
:	_	:

Marrubi-pastela	INANSGABSNDEF	marrubi+-+pastel
hirukietan	INANIN+ESSNPLDEF	hiruki
zatikatu	VV.PTCP	zatikatu
eta	CONJ	eta
halako	ADJ	halako
kalkulu	N	kalkulu
errazak	ABSPLADJDEF	erraz
ulertarazteko	CAUSV	uleR+!taraz
erabiltzen	NFINVIPFV	erabili
dira	ARGAB3PVIND	izan
ilustrazio	N	ilustrazio
horiek	DEFABSPLDET	horiek
.	_	.

Boza	NSGABSDEF	boz
aldatuz	INSV.PTCPINDFV	aldatu
,	_	,
galdegiten	NFINVIPFV	galdegin
dit	ARGAB3SARGER3SARGDA1SVIND	*edun
:	_	:

Gero	ADV	gero
hileta	N	hileta
elizkizunera	SGDEFINANNAT+ALL	elizkizun
joan	VPFVV.PTCP	joan
zen	ARGAB3SVIND	izan
Barne	N	barne
ministroa	DEFSGABSANIMN	ministro
.	_	.

"	_	"
Derbietan	NIN+ESSPLDEF	derby
ez	NEGPART	ez
dago	ARGAB3SVPROGIND	egon
faboritorik	PRTINDFADJ	faborito
"	_	"
.	_	.

Andrew	PROPN	Andrew
Jennings	PROPN	Jennings
kazetariak	NSGDEFERG	kazetari
dioenez	ARGAB3SARGER3SVPROGIND	esan
,	_	,
Dasslerrek	PROPNSGDEFERG	Dassler
jarri	VV.PTCPPFV	jarri
zituen	ARGAB3PARGER3SVIND	*edun
hirurak	NUM	hiru
euren	PRO	eurak
karguetan	INANIN+ESSNPLDEF	kargu
,	_	,
kirol	N	kirol
ekitaldi	N	ekitaldi
handien	GENADJ	handi
bitartez	ADPINSPLDEF	_
bere	SGGENDET	bera
produktuak	INANABSNPLDEF	produktu
mundu	N	mundu
osoan	IN+ESSSGADJDEF	oso
zabaltzeko	INDFVABS	zabaldu
.	_	.

"	_	"
Han	ADV	han
eta	CONJ	eta
hemen	ADV	hemen
erakutsi	VV.PTCP	erakutsi
behar	INDFABSN	behar
dugu	ARGAB3SARGER1PPROGINDV	ukan
zer	DETINDFABS	zer
nahi	INDFABSN	nahi
dugun	V	ukan
,	_	,
Madrilen	IN+ESSPROPNDEFSG	Madril
euskal	N	euskal
enbaxadore	N	enbaxadore
gisa	ABSANIMADP	gisa
"	_	"
.	_	.

Baina	CONJ	baina
aurrean	INANSGIN+ESSNDEF	aurre
ez	NEGPART	ez
dute	ARGAB3SARGER3PVIND	*edun
nolanahiko	ADJ	nolanahiko
taldea	INANSGABSNDEF	talde
izango	VV.PTCPPROSP	izan
;	_	;
munduko	ESSINANSGNDEF	mundu
txapeldun	N	txapeldun
Frantziari	PROPNSGDATDEF	Frantzia
egin	VV.PTCP	egin
beharko	V	behar_izan
diote	ARGAB3SARGER3PARGDA3SVIND	*edun
aurre	INANNINDFABS	aurre
.	_	.

Han	ADV	han
ere	CONJ	ere
kultura	N	kultura
taktikoa	ADJSGDEFABS	taktiko
zabaltzen	VIN+ESS	zabaldu
ari	V	ari
da	ARGAB3SPROGINDV	izan
.	_	.

Bere	DETSGGEN	bera
laburrera	ADJSGDEFAT+ALL	labur
gorabehera	ADV	gorabehera
,	_	,
azpimarratzekoa	VSGDEFABS	azpimarratu
da	ARGAB3SPROGVIND	izan
txosten	N	txosten
honek	ERGDETDEFSG	hau
ondorengoengan	IN+ESSDEFPLN	ondorengo
izan	VPFVV.PTCP	izan
zuen	ARGER3SARGAB3SVIND	*edun
eragina	DEFABSSGN	eragin
.	_	.

Alderdien	NGEN	alderdi
artean	ADPIN+ESSPLDEF	arte
,	_	,
EAJ	PROPN	EAJ
,	_	,
EH	PROPN	EH
,	_	,
EA	PROPN	EA
eta	CONJ	eta
IU-EB	PROPNSGABSDEF	IU-EB
izan	VV.PTCPPFV	izan
dira	ARGAB3PVIND	izan
